a,"第一个字母 A; 一个; 第一的
art. "
culture,"n. 文化, 修养, 耕种
vt. 耕种, 培养"
cup,"n. 杯子, 茶杯, 优胜杯
vt. 使成杯状, 为...拔火罐"
curious,"a. 好奇的, 求知的, 古怪的"
current,"n. 涌流, 趋势, 流
a. 流通的, 现在的, 当前的, 流行的
"
custom,"n. 习惯, 风俗, 海关, 自定义
a. 定制的
"
customary,"a. 习惯的, 惯常的
"
customer,"n. 消费者
"
cut,"n. 切口, 割伤, 降低, 切, 割, 砍, 削, 伤口, 削减, 缩短, 删节, 通路
a. 经切割的, 缩减的
vt. 切, 割, 减少, 刺痛, 开辟, 雕刻, 删节, 缩短, 停止, 排斥, 切断, 关, 显出
vi. 切, 割, 砍, 刺痛, 相交, 抄近路, 剪辑
"
daily,"a. 每日的, 日常的
adv. 每日地, 日常地
n. 日报"
dairy,"n. 牛奶公司, 乳品店, 乳牛场"
damp,"n. 潮湿, 湿气
a. 潮湿的
vt. 使潮湿, 使阻尼, 抑止
vi. 变潮湿, 衰减"
dance,"n. 跳舞, 舞蹈, 舞会
v. 跳舞"
danger,"n. 危险, 威胁
"
dangerous,"a. 危险的
"
dare,"n. 挑战, 挑动, 大胆
v. 敢, 胆敢"
dark,"n. 黑暗, 夜, 黄昏, 模糊
a. 黑暗的, 暗的, 深色的, 隐密的, 模糊的, 无知的"
darling,"n. 亲爱的, 可爱的人, 可爱的物
a. 可爱的, 亲爱的"
data,"pl. 资料, 数据
"
date,"n. 日期, 约会, 枣椰树
vt. 约会, 定日期
vi. 注明日期, 过时"
daughter,"n. 女儿
a. 女儿的"
day,"n. 天, 日子, 白天, 工作日
"
daylight,"n. 白昼, 日光
vt. 使沐浴于日光
vi. 享有日光"
daytime,"n. 白天, 日间"
dead,"a. 死的, 不活泼的, 麻木的, 熄灭的
n. 死者
adv. 完全地, 直接地"
deaf,"a. 聋的
"
dear,"n. 亲爱的人
a. 亲爱的, 昂贵的, 严重的, 急迫的
interj. 啊
adv. 深爱地, 高价地"
death,"n. 死亡
"
debt,"n. 债务, 罪过
"
decade,"n. 十年, 十"
December,n. 十二月
decide,"v. 决定, 判决"
decision,"n. 决定, 决心, 决断
"
deep,"a. 深的
adv. 深入地
n. 深渊, 深处"
deer,n. 鹿
defeat,"n. 败北, 失败
vt. 击败, 使落空"
defend,"vt. 防护, 辩护, 防卫
"
defense,"n. 防卫, 防卫物
"
define,"vt. 定义, 规定, 使明确
"
degree,"n. 程度, 度数, 学位, 度
"
dentist,"n. 牙科医生
"
department,"n. 部门, 系, 机关
"
departure,"n. 离开, 出发, 违背, 偏离
"
depend,"vi. 靠, 视...而定, 信赖"
depth,"n. 深度, 深处, 深奥
"
describe,"vt. 描述, 描绘, 画"
description,"n. 描述, 说明, 种类
"
desire,"n. 欲望, 要求
vt. 想要, 请求
vi. 渴望"
desk,"n. 书桌, 办公桌, 工作台"
destroy,"vt. 破坏, 毁坏, 消灭"
destructive,"a. 毁灭性的, 破坏的, 有害的
"
detail,"n. 细节, 详情
vt. 详述, 选派
vi. 画详图
"
detective,"n. 侦探
a. 侦探的"
determination,"n. 决心, 果断
"
develop,"vt. 发展, 使发达, 进步, 洗印, 显影
vi. 发展, 生长"
devil,"n. 魔鬼
vt. 折磨, 戏弄"
diagram,n. 图表；图解
dialogue,"n. 对话
vi. 对话
vt. 用对话表达"
diamond,"n. 钻石, 菱形
"
diary,"n. 日记
"
dictate,"vi. 听写, 口述, 口授
vt. 口述, 使听写, 命令
n. 命令, 指挥, 指令"
dictionary,"n. 字典, 词典
"
die,"vi. 死亡, 消逝, 平息, 熄灭, 漠然, 渴望
vt. 死
n. 骰子, 冲模"
diet,"n. 日常饮食, 议会
vt. 照规定饮食
vi. 忌食"
differ,"vi. 不一致, 不同
"
difference,"n. 不同, 差异
"
different,"a. 不同的
"
difficult,a. 困难的
difficulty,"n. 困难, 难点"
dig,"vt. 挖, 翻土, 发掘
vi. 挖掘
n. 挖掘
"
digital,"a. 数字显示的, 数字的
n. 数字仪表, 数字式电子表(或时钟)
"
dine,"vi. 用正餐, 进餐
vt. 宴请"
dinner,"n. 晚餐, 正餐, 宴会"
diploma,"n. 文凭, 毕业证书
"
direct,"a. 直接的, 坦白的
vt. 指示, 指挥, 命令, 导演
vi. 指导, 指挥
adv. 直接地"
direction,"n. 方向, 指导, 趋势
"
directly,"adv. 径直地, 直接地, 直率地, 正好地, 直截了当地, (非正式)立即, 马上
conj. 一...(就...), 一当...就...
"
dirt,"n. 污垢, 泥土
"
dirty,"a. 肮脏的, 卑鄙的
vt. 弄脏
vi. 变脏"
disable,"vt. 使失去能力, 使残废, (律)使无资格
"
disadvantage,"n. 缺点, 不利, 坏处"
disagreeable,"a. 令人不快的, 厌恶的, 不合意的"
disappear,"vi. 消失, 不见"
disappointment,n. 失望
discourage,"vt. 使气馁, 阻碍"
discover,"vt. 发现, 找到, 暴露
vi. 发现"
discovery,"n. 发现, 被发现的事物
"
discuss,"vt. 讨论, 论述
"
dish,"n. 盘子, 碟, 菜肴
"
disk,"n. 圆盘, 磁盘
"
dislike,"n. 嫌恶
vt. 讨厌, 不喜欢"
disrupt,"a. 分裂的, 中断的
vt. 使分裂, 使瓦解"
distance,"n. 距离, 远方, 遥远
"
distant,"a. 远的, 疏远的
"
district,"n. 区域, 地方
"
divide,"vi. 分开, 分配, 分裂
vt. 分, 分开, 分裂, 除
n. 分配, 分水岭
"
division,"n. 分, 分开, 除法, 部门(如部、处、系等), 师
"
dizzy,"a. 晕眩的, 眼花缭乱的
vt. 使晕眩"
do,"v. 做, 进行, 完成"
doctor,"n. 医生, 博士
vt. 授以博士学位, 诊断, 修改
vi. 行医"
dog,"n. 狗, 坏蛋
vt. 跟踪, 尾随"
doll,"n. 洋娃娃, 无头脑的美丽女人"
dollar,"n. 美元, 元(加、澳等国货币单位)
"
donate,v. 捐赠
donkey,"n. 驴子, 笨蛋, 顽固者, 辅助发动机, 辅助泵"
doom,"n. 厄运, 不幸, 法律, 宣告, 判决, 死亡
vt. 命中注定, 判决"
door,n. 门
doorway,"n. 门口, 途径"
dose,"n. 剂量, 服用量
vt. 给药, (用药)医治
vi. 服药"
dot,"n. 点, 圆点, 小数点, 小东西, 嫁妆
vt. 作小点记号, 加小点于
vi. 打上点
"
double,"n. 两倍
a. 两倍的, 双重的
vt. 使加倍
vi. 加倍, 代替, 快步走
"
doubt,"n. 怀疑, 疑惑
v. 怀疑, 不信"
dove,"n. 鸽子
dive的过去式"
down,"a. 向下的
adv. 下, 下去, 降下
prep. 往下, 沿着
n. 丘陵, 软毛, 开阔的高地
"
downstairs,"n. 楼下
a. 楼下的
adv. 在楼下"
downtown,"n. 市中心区
a. 市中心的
adv. 往闹市区"
dozen,"n. 打, 十二个
a. 一打的"
drag,"n. 拖, 拖累
v. 拖累, 拖拉, 沉重缓慢地走, 拖动
"
dragon,"n. 龙, 凶暴的人
"
drama,"n. 戏剧, 戏剧艺术"
drastic,"a. 激烈的
"
draw,"vi. 拉, 拖, 拔剑
vt. 拖拉, 挨近, 领取, 打成平局, 引导, 抽签决定, 画, 描写, 制订, 草拟, 吸引
n. 拉, 拖, 拔出, 抽签, 平局
"
drawing,"n. 图画, 制图, 拉
"
dream,"n. 梦, 空想, 愿望
v. 做梦, 想象, 梦想"
dress,"n. 服装, 覆盖物
vi. 穿着
vt. 给...穿衣, 整理"
drill,"n. 钻孔机, 钻子, 播种机, 粗斜纹布
v. 训练, 钻孔"
drink,"n. 饮料, 酒
v. 喝, 喝酒"
drip,"n. 水滴
v. (使)滴下"
drive,"n. 驾车, 快车道, 推进力, 驱动, 动力, 击球, 驱动器
vt. 开车, 驱使, 推动, 驾驶
vi. 开车, 猛击, 飞跑
"
driver,"n. 驾驶员, 驱动器, 驱动程序
"
drop,"n. 滴, 微量, 落下, 空投
vi. 放下, 掉下, 下降
vt. 使滴下, 放下, 丢失, 遗漏
"
drum,"n. 鼓, 鼓声
vi. 击鼓, 作鼓声
vt. 打鼓奏出
"
dry,"a. 干的, 无酒的, 枯燥无味的, 干燥的
vt. 把...弄干
vi. 变干
n. 干, 干涸"
duck,"n. 鸭子
vi. 没入水中, 闪避
vt. 猛按...入水, 躲避"
dull,"a. 钝的, 无趣的, 呆滞的, 阴暗的
vt. 使迟钝, 使阴暗, 缓和
vi. 变迟钝, 减少"
during,prep. 在...的时候
dust,"n. 灰尘, 尘埃, 粉末, 花粉, 土, 骚乱
vt. 拂去灰尘, 撒, 弄成粉末
vi. 拂去灰尘, 化为粉末"
duty,"n. 责任, 关税, 职务, 尊敬
"
each,"a. 每个, 每一
adv. 每个
pron. 每个, 个人, 各自"
eager,"a. 热心的, 渴望的, 热望的"
eagle,"n. 鹰, 鹰状标饰"
ear,"n. 耳朵, 倾听, 听觉, 穗
vi. 抽穗"
early,"a. 早的, 早熟的
adv. 很早, 初"
earth,"n. 地球, 泥土, 世界, 尘世
vt. 埋入土中, 赶入洞内
vi. 躲入洞内"
earthquake,n. 地震
east,"n. 东方, 东
a. 东方的, 向东的
adv. 向东方, 朝东方"
Easter,n. 复活节
eastern,"n. 东方人, 东正教徒
a. 东方的, 向东的, 自东的"
easy,"a. 容易的, 缓缓的, 舒适的, 从容的, 宽容的, 流畅的, 随便的, 自在的, 疲软的
adv. 容易地, 慢慢地"
eat,"v. 吃, 腐蚀"
economic,"a. 经济上的, 实用的, 节省的
"
economics,"n. 经济学
"
economy,"n. 经济, 理财, 节约
"
edge,"n. 边缘, 尖锐, 刀刃, 优势
vt. 使锐利, 挤进, 镶边
vi. 缓缓移动"
educate,"vt. 教育, 培养, 训练"
education,"n. 教育, 训练, 教育学
"
effective,"a. 有效的, 有力的, 实际的
n. 有生力量"
efficient,"a. 有效率的, 能干的"
effort,"n. 努力, 成就"
egg,"n. 蛋, 卵
vt. 挑唆, 煽动, 调蛋黄"
eight,"num. 八, 八个"
eighteen,"num. 十八, 十八个"
eighty,"num. 八十, 八十个"
either,"a. (两者之中)任一的, (两者之中)各一的
pron. (两者之中)任一
conj. 或, 要么"
elder,"n. 年长者, 老人, 前辈
a. 年长的, 资深的"
elderly,"a. 过了中年的, 稍老的"
elephant,n. 象
eleven,"num. 十一, 十一个"
else,"a. 别的, 其他的
adv. 另外, 否则, 不然"
elsewhere,adv. 在别处
e-mail, 电子函政
emotion,"n. 情绪, 激动, 强烈的情感
"
emperor,"n. 皇帝, 君主"
empire,"n. 帝国, 帝权"
employee,"n. 职员, 员工, 受雇人员
"
employer,"n. 雇主, 老板
"
employment,"n. 雇用, 职业, 工作
"
empty,"a. 空的, 空虚的, 空腹的, 空洞的
n. 空的东西, 空车
vt. 倒空, 使变空, 使排出
vi. 流空
"
enable,"vt. 使能够
"
encourage,"vt. 鼓励, 支持, 激励
"
end,"n. 结束, 终点, 目标, 末端, 梢, 死亡, 残余
v. 结束, 终结, 终止
"
ending,"n. 终止, 终了, 收场
"
enemy,"n. 敌人, 仇敌, 敌军
a. 敌人的"
energetic,"a. 精力充沛的, 积极的"
energy,"n. 精力, 精神, 活力, 能量
"
engine,"n. 引擎, 发动机, 机车
vt. 安装发动机于"
engineer,"n. 工程师, 工兵
vt. 设计, 监造, 精明地处理, 策划"
engineering,"n. 工程学, 工程, 操纵
"
enjoy,"vt. 享受, 喜欢, 欣赏
"
enough,"n. 充足, 够, 很多
a. 充足的, 足够
adv. 足够
interj. 够了"
enter,"vt. 进入, 参加, 开始, 输入, 回车
vi. 进去, 参加
"
entire,"n. 整个, 全部
a. 全体的, 完全的, 全部的"
entrance,"n. 入口, 进入点, 入场, 入学, 进入, 开始(阶段), 就任
vt. 使出神, 使入迷
"
entry,"n. 登录, 条目, 进入, 入口, 报关
"
envelope,"n. 信封, 封套, 封袋
"
environment,"n. 环境, 外界, 围绕
"
epoch,"n. 新纪元, 时代, 时期"
equal,"n. 对手, 匹敌, 同辈
a. 相等的, 平等的, 胜任的, 合适的, 平静的, 不相上下的
vt. 等于, 比得上
"
equator,"n. 赤道
"
equipment,"n. 装备, 设备, 才能
"
era,"n. 时代, 纪元, 时期"
err,"vi. 犯错, 做错, 犯罪
"
error,"n. 错误, 过失, 失误, 误差
"
especially,"adv. 尤其, 特别, 格外"
essay,"n. 随笔, 短文, 评论, 企图
vt. 试图"
evaporate,"vi. 蒸发, 失去水分, 消失
vt. 使蒸发, 使脱水, 使消失"
eve,"n. 前夕, 前夜"
even,"a. 平坦的, 相等的, 连贯的, 均等的, 公平的, 偶数的, 平均的, 平衡的, 恰好的
vt. 使平坦, 使相等
vi. 变平, 成为相等
adv. 甚至, 实际上, 完全, 十分
n. 偶数, 偶校验
"
evening,"n. 傍晚, 晚间, 末期"
event,"n. 事件, 结果, 事情的进程, 竞赛项目
"
eventual,"a. 最后的, 终于的"
ever,"adv. 曾经, 究竟, 永远"
every,"a. 每一, 所有的"
everybody,"pron. 每个人, 人人"
everyday,"a. 每天的, 日常的, 平常的"
everyone,"pron. 每个人, 人人
"
everything,"pron. 每件事物, 所有事物"
everywhere,"adv. 各处, 到处"
exact,"a. 精确的, 准确的, 精密的
vt. 强求, 急需"
examination,"n. 考试, 测验, 审查
"
examine,"v. 检查, 调查, 考试"
example,"n. 例子, 样本, 实例
"
excellent,"a. 优良的, 杰出的, 出色的"
except,"vt. 除, 除外
vi. 反对
prep. 除了...之外, 若不是, 除非
conj. 只是"
exception,"n. 例外, 除外, 异议
"
exceptional,"a. 例外的, 异常的, 特别的"
excite,"vt. 刺激, 使兴奋, 激励"
excitement,"n. 刺激, 兴奋
"
exciting,"a. 令人兴奋的, 刺激的
"
excuse,"vt. 原谅, 申辩, 做为...的托辞
n. 致歉, 理由, 饶恕, 借口"
exercise,"n. 行使, 执行, 运动, 练习, 作业
vt. 运用, 练习, 运动
vi. 练习, 锻炼"
exhibition,"n. 表现, 展览会, 展览品
"
exist,"vi. 存在, 生存, 发生"
existence,"n. 存在, 生存
"
exit,"n. 出口, 退场, 离去, 去世
vi. 退出, 脱离, 去世
"
expansion,"n. 扩充, 开展, 膨胀
"
expect,"vt. 预期, 盼望, 期待"
expend,"vt. 花费, 消耗, 用光"
expensive,"a. 贵的, 奢华的, 费用浩大的, 乱化钱的
"
experience,"n. 经历, 经验, 体验
vt. 经历, 经验, 体验"
experiment,"n. 实验, 试验, 实验仪器
vi. 实验, 尝试"
expert,"n. 专家, 行家
a. 老练的, 内行的, 专门的
"
explain,"v. 解释, 说明"
explosion,"n. 爆发, 激增, 爆炸(声)
"
express,"n. 快车, 快递, 专使
a. 明确的, 丝毫不差的, 专门的, 快的
vt. 表达, 表示, 表露"
expression,"n. 表达, 表现, 词语, 措辞
"
extension,"n. 延长, 扩充, 范围, 扩展名
a. 伸缩的
"
extra,"n. 额外的事物, 另外的收费
a. 额外的, 特别的
adv. 额外地, 特别地, 非常地"
extract,"n. 榨出物, 精汁, 摘录, 选段
vt. (费力地)取出, 采掘, 榨取, 摘录, 吸取
"
eye,"n. 眼睛, 视力, 看
vt. 看, 注视"
eyebrow,"n. 眉毛
"
eyesight,"n. 视力, 目力"
fable,"n. 寓言, 神话, 谎言
vi. 虚构, 作寓言"
fabric,"n. 织物, 布, 结构, 构造, 建筑物
"
face,"n. 脸, 面容, 正面, 外观
vt. 面对, 朝, 正视, 面临
vi. 朝, 向
"
fact,"n. 事实, 真实性, 真相, 细节, 论据"
factor,"n. 因素, 因数, 系数, 基因, 代理人
"
factory,"n. 工厂, 产生地, 代理店
"
fade,"vi. 褪色, 消失, 凋谢
vt. 使褪色
n. 淡入, 淡出
a. 平淡的"
fail,"vi. 失败, 缺乏, 中断, 衰退, 失灵
vt. 忘记, 使...失望, 缺乏, 不及格
n. 不及格"
failure,"n. 失败, 失败者, 不足, 缺乏, 破产
"
fair,"n. 展览会, 市集, 美好的事物
a. 公平的, 按规则进行的, 不好不坏的, 晴朗的, 美丽的
adv. 公平地, 正面地, 有教养地, 清楚地
vi. 转晴"
fairly,"adv. 美观地, 公平地, 相当地, 清楚地"
fairy,"n. 仙女, 精灵
a. 仙女的"
faith,"n. 信心, 信任, 忠实, 保证
"
fall,"n. 落下, 瀑布, 采伐量, 下降, 落差, 降低, 堕落, 秋天
vi. 倒下, 落下, 来临, 失守, 阵亡, 下跌, 减弱, 倾斜, 垮台, 轮到, 变成, 降低
a. 秋天的"
fame,"n. 名望, 名声, 传说"
family,"n. 家庭, 家人, 族
a. 家庭的"
famous,"a. 出名的, 极好的"
fan,"n. 风扇, 迷, 狂热者, 爱好者
vt. 煽动, 刺激, 吹拂
vi. 飘动, 成扇形散开"
fancy,"n. 想象力, 幻想, 喜好
a. 想象的, 精美的, 新奇的, 奇特的, 高价的, 特级的
vt. 想象, 设想, 相信, 喜爱
vi. 想象, 幻想"
fantasy,"n. 幻想, 想象的产物
"
far,"a. 远的, 久远的, 遥远的
adv. 甚远地, 很, 到很深的程度, 到很远的距离"
farewell,"n. 辞别, 再见, 再会
interj. 再会"
farm,"n. 农场, 农田
vt. 耕种
vi. 种田"
farmer,"n. 农夫, 农场主
"
farther,"a. 更远的, 进一步的
adv. 更远的, 此外, far的比较级"
fast,"a. 快速的, 紧的
adv. 很快地, 紧紧地, 彻底地
n. 绝食, 斋戒
vi. 绝食, 斋戒"
fat,"n. 脂肪, 脂油, 肥肉
a. 肥的, 胖的, 油腻的
n. 文件分配表
"
fate,"n. 命运, 运气
vt. 注定"
father,"n. 父亲, 祖先, 长辈, 神父, 创始者
vt. 当...的父亲, 保护, 创作, 发明, 培养"
fault,"n. 过错, 故障, 毛病
vt. 挑剔
vi. 产生断层, 弄错
"
favor,"n. 好意, 喜爱
vt. 赐予, 支持, 喜欢, 证实"
favour,"n. 好感, 偏爱, 喜爱, 相信, 庇护, 赞同, 支持, 信赖, 善行, 恩惠, 徽章, 礼物
vt. 赞成, 帮助, 支持, 喜爱, 偏袒, 关切, 赐与, 给与, 有利于, 有助于, 像, 体恤"
favorite,"n. 喜欢的事物, 幸运儿
a. 特别受喜爱的, 喜爱的, 宠爱的, 中意的"
favourite,"n. 喜欢的事物
a. 喜爱的, 宠爱的"
fax,"n. 传真
vt. 发传真
"
fear,"n. 恐怖, 害怕, 担心
v. 害怕, 恐惧, 为...担心, 敬畏"
fearful,"a. 可怕的, 恐怕的, 担心的"
feather,"n. 羽毛
vi. 长羽毛
vt. 用羽毛装饰"
February,n. 二月
feed,"n. 饲料, 一餐, 饲养
vt. 喂, 饲养, 放牧, 靠...为生
vi. 吃东西, 用餐, 流入
"
feel,"vt. 感觉, 觉得, 触摸, 以为
vi. 有知觉, 摸索, 同情
n. 感觉, 觉得, 触摸"
feeling,"n. 摸, 触觉, 知觉, 感觉, 情绪, 同情
a. 有同情心的, 有感觉的, 仁慈的, 动人的"
fellow,"n. 男人, 朋友, 同事
a. 同伴的, 同事的, 同道的"
fellowship,"n. 伙伴关系, 共同参与, 团体, 奖学金, 友谊
"
fence,"n. 围墙, 栅栏, 买卖赃物的人, 剑术
vt. 用篱笆围住, 练习剑术, 防护
vi. 击剑, 搪塞"
festival,"a. 节日的, 喜庆的, 快乐的
n. 节日, 庆祝, 欢宴"
fever,"n. 发烧, 发热, 热病
"
few,"a. 很少的, 不多的, 少数的
n. 少数"
field,"n. 领域, 田地, 场地, 战场, 场, 域
vt. 使...晒在场上, 使上场
a. 田间的, 野生的, 野外的, 田赛的
"
fifteen,"num. 十五, 十五个"
fifty,"num. 五十, 五十个"
fight,"n. 打架, 争吵, 斗志
v. 对抗, 打架"
file,"n. 档案, 公文箱, 文件夹, 文件, 卷宗, 锉刀
vi. 列队行进, 用锉刀做
vt. 归档, 申请, 锉, 琢磨
"
fill,"vt. 装满, 填充, 弥漫, 供给, 满足, 供应
vi. 充满, 变得沉重
n. 满足, 装满, 充分, 填方
vt. 填充
vi. 填充
"
film,"n. 软片, 薄膜, 胶卷, 电影
vt. 覆以薄膜, 拍摄
vi. 生薄膜, 拍电影"
final,"n. 期末考试, 结局, 决赛
a. 最后的, 终极的, 决定性的"
finally,"adv. 最后, 终于"
financial,"a. 财政的, 金融的
"
find,"vt. 发现, 感到, 找到, 认为, 得到
vi. 裁决
n. 发现
"
finding,"n. 发现, 发现物, 决定, 裁决
"
fine,"n. 罚款, 罚金, 晴天, 精细
a. 好的, 晴朗的, 健康的, 细小的, 精细的
vt. 罚款, 精炼, 澄清
vi. 变清, 变细
adv. 很好
"
finish,"n. 完成, 结束, 末道漆, 磨光, 完美
vt. 完成, 结束, 用完, 毁掉
vi. 结束
"
fire,"n. 火, 炉火, 电炉, 火灾, 闪光体, 炮火, 热情
vt. 点燃, 烧制, 使发光, 激动, 放枪, 解雇
vi. 着火, 烧火, 开枪, 射击, 激动"
fireman,"n. 救火队员, 消防队员
"
fireplace,n. 壁炉
firm,"n. 公司, 商号
a. 坚定的, 坚强的, 牢固的, 结实的, 坚硬的, 坚挺的, 严格的, 确定的
vt. 使牢固, 使坚定
vi. 变稳固, 变坚实
adv. 稳固地"
first,"adv. 首先, 第一, 优先
a. 第一的
num. 第一
n. 开始, 第一"
fish,"n. 鱼, 鱼肉, 鱼类, 接合板
vt. 钓, 钓鱼, 查出, 用接合板连接
vi. 捕鱼, 钓鱼, 用钩捞取, 摸索寻找"
fisherman,"n. 渔夫, 钓鱼者, 渔船"
fit,"n. 适宜, 合身, 发作, 痉挛
a. 适宜的, 对的, 准备好的
vt. 适合, 安装, 使合身, 使适应, 使合格
vi. 适合, 符合, 合身
"
five,"num. 五, 五个"
fix,"vt. 使固定, 修理, 准备, 安装, 凝视, 牢记, 确定, 整理
vi. 固定, 注视, 确定
n. 困境, 方位, 维修, 贿赂"
flag,"n. 标志, 旗标, 旗子, 信号旗, 菖蒲
vt. 悬旗, 打旗号, 铺石板
vi. 无力地下垂
"
flavor,"n. 滋味, 调味品
vt. 加味于"
flight,"n. 飞行, 射程, 逃走, 飞跃, 飞机航程, 班机, 迁徙, 飞逝
vi. 迁徙
vt. 射击(飞禽), 为(箭)装上羽毛, 使惊飞"
float,"n. 漂流物, 浮舟, 漂浮, 浮萍, 彩车
vi. 浮动, 飘动, 散播, 摇摆, 动摇, 浮动
vt. 使漂浮, 容纳, 淹没, 发行, 实行
"
flood,"n. 洪水, 大量之水, 涨潮
vt. 淹没, 使泛滥, 注满
vi. 被淹, 溢出, 涌进"
floor,"n. 地板, 楼层, 底部, 底价
vt. 铺地板, 打倒
n. 地面, 地板, 基底
"
flow,"n. 流程, 流动, 流量, 洋溢, 泛滥, 涨潮
vi. 流动, 流泄, 畅流, 川流不息, 飘扬, 涌出
vt. 使流动, 淹没, 流出"
flower,"n. 花, 开花植物, 精华, 盛时
vi. 开花, 发育, 旺盛, 成熟
vt. 用花装饰, 使开花"
flu,"n. 流感, 流行性感冒"
fly,"n. 苍蝇, 两翼昆虫, 飞行
vi. 飞, 飞翔, 飘扬, 逃走
vt. 飞, 飞越, 使飘扬, 逃出
a. 敏捷的"
fog,"n. 雾, 迷惑, (割后的)最生草, 苔藓
vi. 被雾笼罩, 变模糊
vt. 使困惑, 以雾笼罩"
follow,"vt. 跟随, 沿行, 遵循, 追求
vi. 跟随, 接着
n. 跟随, 追随"
following,"n. 下列各项, 部下, 追随者
a. 下列的, 其次的"
fond,"a. 喜欢的, 宠爱的, 温柔的"
food,"n. 食物, 养料
"
fool,"n. 愚人, 受骗者, 奶油拌水果
vt. 愚弄, 欺骗, 浪费
vi. 干傻事, 开玩笑, 游荡
a. 傻的"
foolish,"a. 愚蠢的, 傻的"
foot,"n. 脚, 步调, 英尺, 底部, 末尾, 步兵
vt. 走在...上, 给...换底, 支付
vi. 跳舞, 步行, 总计"
football,"n. 足球, 橄榄球"
footstep,"n. 脚步, 脚步声, 足迹"
for,"prep. 为, 因为, 至于
conj. 因为
"
force,"n. 力量, 武力, 势力, 影响力, 军队, 力, 效力
vt. 强迫, 强夺, 推动, 提高
"
fore,"a. 在前的, 以前的
adv. 在前面, 在船头
prep. 在...前"
forehead,"n. 额, 前额, 前部
"
foreign,"a. 外国的, 外交的, 外省的, 外来的, 不相关的
"
foreigner,"n. 外国人, 外地人
"
forest,"n. 森林, 林区
vt. 植树于"
forever,adv. 永远
forget,"vt. 忘记, 忽略, 忘
vi. 忘记"
fork,"n. 叉子, 叉状物, 分岔
vi. 分支, 分歧
vt. 做成叉形, 叉起
"
form,"n. 形状, 形体, 类型, 方式, 表格, 形式
v. 形成, 排列, (使)组成
n. 表单
"
formal,"a. 正式的, 形式的, 礼仪的, 拘于礼节的, 拘谨的
n. 正式的社交活动"
